Libellé,2023,2022,2021,2020,2019,2018,2017,2016
ventes_de_marchandises,0,4317,2661,4321,6166,6308,12367,0
production_vendue_services,0,1486,658,7506,56864,64775,67775,0
chiffres_daffaires_nets,0,5803,3320,11828,63030,71083,80142,0
autres_produits,0,3,1,1,34,7,5,0
total_des_produits_dexploitation_i,0,5807,15321,11829,63065,71090,80148,0
achats_de_marchandises_y_compris_droits_de_douane,0,1223,0,0,1068,398,6715,0
variation_de_stock_marchandises,0,2279,1822,2965,2252,-4942,2600,0
autres_achats_et_charges_externes,0,11937,11964,15894,24716,29933,29175,0
impots_taxes_et_versements_assimiles,0,1062,281,681,664,661,906,0
salaires_et_traitements,0,0,0,2000,24000,24000,24000,0
charges_sociales,0,553,-50,2342,10308,10734,12114,0
dot_dexploit__dotations_aux_amortissements,0,133,133,133,398,308,308,0
autres_charges,0,456,376,280,305,6,19,0
total_des_charges_dexploitation_ii,0,17751,14528,24297,63712,61132,75839,0
_resultat_dexploitation_i__ii,0,-11944,792,-12467,-647,9958,4309,0
differences_positives_de_change,0,0,0,0,10,1111,4,0
total_des_produits_financiers_v,0,0,0,0,10,1475,2666,0
interets_et_charges_assimilees,0,0,157,269,331,333,305,0
differences_negatives_de_change,0,0,4,0,1,684,168,0
total_des_charges_financieres_vi,0,0,161,269,333,1018,838,0
_resultat_financier_v__vi,0,0,-161,-269,-323,457,1828,0
_resultat_courant_avant_impots_i__ii__iii__iv__v__vi,0,-11944,631,-12737,-970,10415,6137,0
produits_exceptionnels_sur_operations_de_gestion,0,0,0,0,84,144,29,0
total_des_produits_exceptionnels_vii,0,615,0,0,84,144,29,0
charges_exceptionnelles_sur_operations_de_gestion,0,0,6,0,341,332,35,0
total_des_charges_exceptionnelles_viii,0,0,6,0,341,332,35,0
_resultat_exceptionnel_vii__viii,0,615,-6,0,-257,-187,-5,0
total_des_produits_i__iii__v__vii,0,6422,15321,11829,63159,72710,82844,0
total_des_charges_ii__iv__vi__viii__ix__x,0,17751,14697,24567,64387,62569,76712,0
benefice_ou_perte_total_des_produits__total_des_charges,0,-11329,624,-12737,-1228,10140,6131,0
subventions_dexploitation,0,0,12000,0,0,0,0,0
achats_de_matieres_premieres_et_autres_approvisionnements,0,106,0,0,0,30,0,0
reprises_sur_provisions_et_transferts_de_charges,0,0,0,0,0,363,2661,0
dotations_financieres_sur_amortissements_et_provisions,0,0,0,0,0,0,363,0
impots_sur_les_benefices,0,0,0,0,0,87,0,0
produits_exceptionnels_sur_operations_en_capital,0,615,0,0,0,0,0,0
