SIREN,Libellé,2023,2022,2021,2020,2019,2018,2017,2016
326697273,clients_et_comptes_rattaches,925086,1376677,1581100,0,1313315,1285337,1096888,0
326697273,autres_creances,81873,38437,22216,0,41873,126627,104423,0
326697273,disponibilites,434730,307811,995006,0,283011,125682,276666,0
326697273,charges_constatees_davance,21771,20730,16053,0,50033,49026,26123,0
326697273,total_ii_actif_circulant,4468259,4628840,5530155,0,5201002,5163008,4998652,0
326697273,total_general_actif,4503494,4662375,5568922,0,5256169,5248340,5116646,0
326697273,capital_social_ou_individuel,1495616,1495616,1495616,0,1495616,1495616,1495616,0
326697273,reserve_legale,149562,149562,149562,0,149562,149562,149562,0
326697273,autres_reserves,388769,388769,388769,0,388769,388769,388769,0
326697273,report_a_nouveau,1930478,1704547,2460203,0,2232923,2304126,2362751,0
326697273,resultat_de_lexercice_benefice_ou_perte,57106,216674,244345,0,193500,-71203,-58625,0
326697273,total_i_capital_social,4021531,3955169,4738495,0,4461138,4269549,4343292,0
326697273,emprunts_et_dettes_aupres_des_etablissements_de_credit,0,1683,1410,0,1509,1469,1575,0
326697273,emprunts_et_dettes_financieres_divers,234077,333097,421621,0,446869,477451,420322,0
326697273,dettes_fournisseurs_et_comptes_rattaches,106573,120541,123650,0,110214,295988,130732,0
326697273,dettes_fiscales_et_sociales,130877,236114,274382,0,223394,190130,205970,0
326697273,autres_dettes,10436,7096,160,0,3771,97,5147,0
326697273,total_iv_dettes,481963,698530,821223,0,785756,965135,763746,0
326697273,total_general_passif,4503494,4662375,5568922,0,5256169,5248340,5116646,0
326697273,dettes_et_produits_constates_davance_a_moins_dun_an,481963,0,821223,0,785756,965135,763746,0
326697273,concours_bancaires_courants_et_soldes_crediteurs_de_banques_et_ccp,0,1683,1410,0,1509,1469,1575,0
326697273,ecarts_de_conversion_actif,0,0,529,0,0,2490,646,0
326697273,provisions_reglementees,0,0,0,0,768,2679,5219,0
326697273,provisions_pour_risques,0,8676,9205,0,8676,11166,9322,0
326697273,total_iii_provisions,0,8676,9205,0,8676,11166,9322,0
326697273,dettes_diverses,0,0,0,0,599,2490,286,0
326697273,emprunts_participatifs,0,333097,421621,0,0,0,0,0
326697273,avances_et_acomptes_verses_sur_commandes,0,0,0,0,0,0,0,0
326697273,avances_et_acomptes_recus_sur_commandes_en_cours,0,0,0,0,0,0,0,0
401261268,installations_techniques_materiel_et_outillage_industriels,0,0,0,0,0,0,0,0
401261268,autres_immobilisations_corporelles,0,2130,2200,0,0,0,0,0
401261268,total_i_immobilisations,0,2130,2200,0,0,0,0,0
401261268,clients_et_comptes_rattaches,0,240,1683,0,0,0,0,0
401261268,autres_creances,0,0,0,0,0,0,0,0
401261268,disponibilites,0,13985,12966,0,0,0,0,0
401261268,total_ii_actif_circulant,0,14225,14649,0,0,0,0,0
401261268,total_general_actif,0,16355,16850,0,0,0,0,0
401261268,capital_social_ou_individuel,0,7622,7622,0,0,0,0,0
401261268,primes_demission_de_fusion_dapport,0,0,0,0,0,0,0,0
401261268,report_a_nouveau,0,1775,975,0,0,0,0,0
401261268,resultat_de_lexercice_benefice_ou_perte,0,881,800,0,0,0,0,0
401261268,total_i_capital_social,0,11041,10160,0,0,0,0,0
401261268,emprunts_et_dettes_financieres_divers,0,3844,1678,0,0,0,0,0
401261268,dettes_fournisseurs_et_comptes_rattaches,0,240,996,0,0,0,0,0
401261268,dettes_fiscales_et_sociales,0,1230,0,0,0,0,0,0
401261268,autres_dettes,0,0,1230,0,0,0,0,0
401261268,total_iv_dettes,0,5314,6690,0,0,0,0,0
401261268,total_general_passif,0,16355,16850,0,0,0,0,0
401261268,reserve_legale,0,762,762,0,0,0,0,0
401261268,dettes_sur_immobilisations_et_comptes_rattaches,0,0,0,0,0,0,0,0
401261268,produits_constates_davance,0,0,2785,0,0,0,0,0
822862181,creances_autres,0,0,0,4352,1811,8,0,0
822862181,disponibilites,0,0,0,11035,9344,7795,9116,0
822862181,total_actif_circulant_charges_constatees_davance,0,0,0,25841,22980,7803,9116,0
822862181,total_general_actif,0,0,0,37141,22980,7803,9116,0
822862181,capital_social_ou_individuel,0,0,0,10000,10000,10000,10000,0
822862181,report_a_nouveau,0,0,0,-1847,-2197,-884,0,0
822862181,resultat_de_lexercice,0,0,0,-2107,350,-1314,-884,0
822862181,total_des_capitaux_propres_total_i,0,0,0,6046,8153,7803,9116,0
822862181,total_general_passif,0,0,0,37141,22980,7803,9116,0
822862181,immobilisations_financieres,0,0,0,11300,0,0,0,0
822862181,total_actif_immobilise,0,0,0,11300,0,0,0,0
822862181,stock_marchandises,0,0,0,10455,11825,0,0,0
822862181,fournisseurs_et_comptes_rattaches,0,0,0,23642,14827,0,0,0
822862181,autres_dettes,0,0,0,7454,0,0,0,0
822862181,total_des_dettes,0,0,0,31096,14827,0,0,0
814891149,immobilisations_corporelles,0,4312,0,0,0,0,0,0
814891149,total_actif_immobilise,0,4312,0,0,0,0,0,0
814891149,stock_marchandises,0,103576,0,0,0,0,0,0
814891149,disponibilites,0,6861,0,0,0,0,0,0
814891149,total_actif_circulant_charges_constatees_davance,0,110437,0,0,0,0,0,0
814891149,total_general_actif,0,114749,0,0,0,0,0,0
814891149,capital_social_ou_individuel,0,5000,0,0,0,0,0,0
814891149,report_a_nouveau,0,-35885,0,0,0,0,0,0
814891149,resultat_de_lexercice,0,28110,0,0,0,0,0,0
814891149,total_des_capitaux_propres_total_i,0,-2775,0,0,0,0,0,0
814891149,fournisseurs_et_comptes_rattaches,0,1740,0,0,0,0,0,0
814891149,autres_dettes_dont_comptes_courant_dassocies_de_lexercice_n,0,0,0,0,0,0,0,0
814891149,autres_dettes,0,115785,0,0,0,0,0,0
814891149,total_des_dettes,0,117525,0,0,0,0,0,0
814891149,total_general_passif,0,114749,0,0,0,0,0,0
501456032,immobilisations_incorporelles_autres,1052,0,0,0,0,0,0,0
501456032,immobilisations_corporelles,10833,0,0,0,0,0,0,0
501456032,immobilisations_financieres,16150,0,0,0,0,0,0,0
501456032,total_actif_immobilise,28035,0,0,0,0,0,0,0
501456032,stock_marchandises,628831,0,0,0,0,0,0,0
501456032,avances_et_acomptes_verses_sur_commandes,12252,0,0,0,0,0,0,0
501456032,creances_clients_et_comptes_rattaches,71765,0,0,0,0,0,0,0
501456032,creances_autres,22832,0,0,0,0,0,0,0
501456032,disponibilites,191426,0,0,0,0,0,0,0
501456032,charges_constatees_davance,36442,0,0,0,0,0,0,0
501456032,total_actif_circulant_charges_constatees_davance,963549,0,0,0,0,0,0,0
501456032,total_general_actif,991584,0,0,0,0,0,0,0
501456032,capital_social_ou_individuel,309900,0,0,0,0,0,0,0
501456032,reserve_legale,8846,0,0,0,0,0,0,0
501456032,autres_reserves,212303,0,0,0,0,0,0,0
501456032,resultat_de_lexercice,93873,0,0,0,0,0,0,0
501456032,total_des_capitaux_propres_total_i,624921,0,0,0,0,0,0,0
501456032,emprunts_et_dettes_assimilees,97586,0,0,0,0,0,0,0
501456032,avances_et_acomptes_recus_sur_commandes_en_cours,112950,0,0,0,0,0,0,0
501456032,fournisseurs_et_comptes_rattaches,93341,0,0,0,0,0,0,0
501456032,autres_dettes_dont_comptes_courant_dassocies_de_lexercice_n,0,0,0,0,0,0,0,0
501456032,autres_dettes,58266,0,0,0,0,0,0,0
501456032,produits_constates_davance,4520,0,0,0,0,0,0,0
501456032,total_des_dettes,366663,0,0,0,0,0,0,0
501456032,total_general_passif,991584,0,0,0,0,0,0,0
348004342,concessions_brevets_et_droits_similaires,24798,6039,0,0,0,0,0,0
348004342,fonds_commercial,28700,28700,0,0,0,0,0,0
348004342,constructions,125800,135180,0,0,0,0,0,0
348004342,installations_techniques_materiel_et_outillage_industriels,30965,40736,0,0,0,0,0,0
348004342,autres_immobilisations_corporelles,12058,17777,0,0,0,0,0,0
348004342,immobilisations_en_cours,10000,10000,0,0,0,0,0,0
348004342,autres_titres_immobilises,8069,8069,0,0,0,0,0,0
348004342,autres_immobilisations_financieres,1113,1083,0,0,0,0,0,0
348004342,total_i_immobilisations,241504,247585,0,0,0,0,0,0
348004342,marchandises,2475658,2308857,0,0,0,0,0,0
348004342,clients_et_comptes_rattaches,1082567,1056740,0,0,0,0,0,0
348004342,autres_creances,2117152,2158437,0,0,0,0,0,0
348004342,disponibilites,521109,1173238,0,0,0,0,0,0
348004342,charges_constatees_davance,21782,32119,0,0,0,0,0,0
348004342,total_ii_actif_circulant,6218269,6729391,0,0,0,0,0,0
348004342,total_general_actif,6459772,6976976,0,0,0,0,0,0
348004342,capital_social_ou_individuel,500000,500000,0,0,0,0,0,0
348004342,reserve_legale,50000,50000,0,0,0,0,0,0
348004342,autres_reserves,3471963,3471963,0,0,0,0,0,0
348004342,report_a_nouveau,210693,88046,0,0,0,0,0,0
348004342,resultat_de_lexercice_benefice_ou_perte,78067,122647,0,0,0,0,0,0
348004342,total_i_capital_social,4310723,4232656,0,0,0,0,0,0
348004342,provisions_pour_charges,54882,100000,0,0,0,0,0,0
348004342,total_iii_provisions,54882,100000,0,0,0,0,0,0
348004342,emprunts_et_dettes_aupres_des_etablissements_de_credit,1123359,1535374,0,0,0,0,0,0
348004342,emprunts_et_dettes_financieres_divers,31509,31191,0,0,0,0,0,0
348004342,dettes_fournisseurs_et_comptes_rattaches,539397,381860,0,0,0,0,0,0
348004342,dettes_fiscales_et_sociales,306381,466811,0,0,0,0,0,0
348004342,autres_dettes,93521,229085,0,0,0,0,0,0
348004342,total_iv_dettes,2094167,2644320,0,0,0,0,0,0
348004342,total_general_passif,6459772,6976976,0,0,0,0,0,0
348004342,dettes_et_produits_constates_davance_a_moins_dun_an,0,1522001,0,0,0,0,0,0
348004342,emprunts_participatifs,31509,31191,0,0,0,0,0,0
348004342,parts_a_moins_dun_an,0,0,0,0,0,0,0,0
348004342,concours_bancaires_courants_et_soldes_crediteurs_de_banques_et_ccp,435,0,0,0,0,0,0,0
850117557,immobilisations_corporelles,0,3826,7221,6592,0,0,0,0
850117557,immobilisations_financieres,0,580,580,580,0,0,0,0
850117557,total_actif_immobilise,0,4406,7801,7172,0,0,0,0
850117557,stock_marchandises,0,555718,273032,464584,0,0,0,0
850117557,creances_clients_et_comptes_rattaches,0,887378,322074,288271,0,0,0,0
850117557,creances_autres,0,877227,251456,80,0,0,0,0
850117557,disponibilites,0,635380,266561,2253,0,0,0,0
850117557,total_actif_circulant_charges_constatees_davance,0,2955703,1113123,755188,0,0,0,0
850117557,total_general_actif,0,2960109,1120924,762360,0,0,0,0
850117557,capital_social_ou_individuel,0,7500,7500,7500,0,0,0,0
850117557,reserve_legale,0,750,750,750,0,0,0,0
850117557,resultat_de_lexercice,0,181147,233975,109563,0,0,0,0
850117557,total_des_capitaux_propres_total_i,0,189397,242225,117813,0,0,0,0
850117557,emprunts_et_dettes_assimilees,0,149286,153660,10769,0,0,0,0
850117557,fournisseurs_et_comptes_rattaches,0,1216708,327669,567472,0,0,0,0
850117557,autres_dettes,0,463489,228911,66306,0,0,0,0
850117557,produits_constates_davance,0,941229,168460,0,0,0,0,0
850117557,total_des_dettes,0,2770712,878700,644547,0,0,0,0
850117557,total_general_passif,0,2960109,1120924,762360,0,0,0,0
850117557,autres_dettes_dont_comptes_courant_dassocies_de_lexercice_n,0,0,0,0,0,0,0,0
849239017,autres_immobilisations_corporelles,415132,0,502171,35404,0,0,0,0
849239017,immobilisations_en_cours,0,0,0,30748,0,0,0,0
849239017,total_i_immobilisations,426894,0,513592,66152,0,0,0,0
849239017,marchandises,14422381,0,8530079,1677230,0,0,0,0
849239017,clients_et_comptes_rattaches,717894,0,813832,475760,0,0,0,0
849239017,autres_creances,95229,0,200115,178880,0,0,0,0
849239017,disponibilites,5150355,0,4159218,1506706,0,0,0,0
849239017,total_ii_actif_circulant,20386949,0,13703243,3838576,0,0,0,0
849239017,total_general_actif,20813844,0,14216836,3904728,0,0,0,0
849239017,capital_social_ou_individuel,50000,0,50000,50000,0,0,0,0
849239017,ecarts_de_reevaluation,0,0,0,8,0,0,0,0
849239017,resultat_de_lexercice_benefice_ou_perte,-1315906,0,-190759,-126990,0,0,0,0
849239017,total_i_capital_social,-2258544,0,-267749,-76990,0,0,0,0
849239017,avances_et_acomptes_recus_sur_commandes_en_cours,302864,0,217927,136535,0,0,0,0
849239017,dettes_fournisseurs_et_comptes_rattaches,4311892,0,504253,860263,0,0,0,0
849239017,dettes_fiscales_et_sociales,308078,0,249003,76608,0,0,0,0
849239017,dettes_sur_immobilisations_et_comptes_rattaches,0,0,15917,17400,0,0,0,0
849239017,autres_dettes,18138046,0,13496053,2890912,0,0,0,0
849239017,total_iv_dettes,23069934,0,14483153,3981717,0,0,0,0
849239017,total_general_passif,20813844,0,14216836,3904728,0,0,0,0
849239017,installations_techniques_materiel_et_outillage_industriels,11762,0,11422,0,0,0,0,0
849239017,charges_constatees_davance,1090,0,0,0,0,0,0,0
849239017,report_a_nouveau,-992638,0,-126990,0,0,0,0,0
849239017,provisions_pour_risques,2455,0,1432,0,0,0,0,0
849239017,total_iii_provisions,2455,0,1432,0,0,0,0,0
849239017,emprunts_et_dettes_financieres_divers,5,0,5,0,0,0,0,0
849239017,produits_constates_davance,9054,0,0,0,0,0,0,0
849239017,avances_et_acomptes,0,0,0,0,0,0,0,0
824396493,immobilisations_financieres,11700,11700,11700,11700,11700,11700,0,0
824396493,total_actif_immobilise,11700,11700,11700,11700,11700,11700,0,0
824396493,stock_marchandises,80102,87689,79659,38924,33084,25651,0,0
824396493,creances_clients_et_comptes_rattaches,67266,31317,21744,50300,88822,49698,0,0
824396493,creances_autres,248,1388,4066,5,485,2450,0,0
824396493,disponibilites,11511,29985,8875,51118,37821,11835,0,0
824396493,charges_constatees_davance,1223,0,0,0,0,864,0,0
824396493,total_actif_circulant_charges_constatees_davance,160350,150380,114344,140346,160212,90497,0,0
824396493,total_general_actif,172050,162080,126044,152046,171912,102197,0,0
824396493,capital_social_ou_individuel,8000,8000,8000,8000,8000,8000,0,0
824396493,reserve_legale,800,800,800,800,800,0,0,0
824396493,report_a_nouveau,834,-8511,-15179,-6155,-6931,2676,0,0
824396493,resultat_de_lexercice,1164,9345,6668,-9023,776,-8807,0,0
824396493,total_des_capitaux_propres_total_i,10798,9634,289,-6379,2645,1869,0,0
824396493,fournisseurs_et_comptes_rattaches,71325,71301,45140,79891,96262,50117,0,0
824396493,autres_dettes_dont_comptes_courant_dassocies_de_lexercice_n,0,0,0,0,0,0,0,0
824396493,autres_dettes,89927,81145,80615,78534,73005,50211,0,0
824396493,total_des_dettes,161252,152446,125755,158425,169268,100328,0,0
824396493,total_general_passif,172050,162080,126044,152046,171912,102197,0,0
520371881,stock_marchandises,0,0,0,0,0,0,620200,259140
520371881,creances_clients_et_comptes_rattaches,0,0,0,0,0,0,49000,38800
520371881,creances_autres,0,0,0,0,0,0,15374,50446
520371881,disponibilites,0,0,0,0,0,0,205005,11837
520371881,total_actif_circulant_charges_constatees_davance,0,0,0,0,0,0,889579,360223
520371881,total_general_actif,0,0,0,0,0,0,889579,360223
520371881,capital_social_ou_individuel,0,0,0,0,0,0,2000,2000
520371881,reserve_legale,0,0,0,0,0,0,200,200
520371881,report_a_nouveau,0,0,0,0,0,0,87453,79403
520371881,resultat_de_lexercice,0,0,0,0,0,0,63886,8050
520371881,total_des_capitaux_propres_total_i,0,0,0,0,0,0,153539,89653
520371881,avances_et_acomptes_recus_sur_commandes_en_cours,0,0,0,0,0,0,329000,3000
520371881,fournisseurs_et_comptes_rattaches,0,0,0,0,0,0,261273,124092
520371881,autres_dettes_dont_comptes_courant_dassocies_de_lexercice_n,0,0,0,0,0,0,0,0
520371881,autres_dettes,0,0,0,0,0,0,145768,143477
520371881,total_des_dettes,0,0,0,0,0,0,736040,270570
520371881,total_general_passif,0,0,0,0,0,0,889579,360223
321833097,concessions_brevets_et_droits_similaires,38769,0,0,43406,0,0,0,0
321833097,fonds_commercial,11610,0,0,7050,0,0,0,0
321833097,installations_techniques_materiel_et_outillage_industriels,0,0,0,0,0,0,0,0
321833097,autres_immobilisations_corporelles,132625,0,0,244371,0,0,0,0
321833097,autres_participations,4990,0,0,4990,0,0,0,0
321833097,autres_immobilisations_financieres,31494,0,0,32736,0,0,0,0
321833097,total_i_immobilisations,219489,0,0,341681,0,0,0,0
321833097,en_cours_de_production_de_biens,21000,0,0,23000,0,0,0,0
321833097,marchandises,2227603,0,0,1502023,0,0,0,0
321833097,avances_et_acomptes_verses_sur_commandes,1681,0,0,10293,0,0,0,0
321833097,clients_et_comptes_rattaches,299048,0,0,540776,0,0,0,0
321833097,autres_creances,26113,0,0,116638,0,0,0,0
321833097,disponibilites,65536,0,0,213861,0,0,0,0
321833097,charges_constatees_davance,186151,0,0,212175,0,0,0,0
321833097,total_ii_actif_circulant,2827132,0,0,2618766,0,0,0,0
321833097,total_general_actif,3046620,0,0,2960447,0,0,0,0
321833097,capital_social_ou_individuel,531960,0,0,531960,0,0,0,0
321833097,primes_demission_de_fusion_dapport,411276,0,0,411276,0,0,0,0
321833097,reserve_legale,3537,0,0,46620,0,0,0,0
321833097,autres_reserves,39701,0,0,123241,0,0,0,0
321833097,resultat_de_lexercice_benefice_ou_perte,-107654,0,0,-212585,0,0,0,0
321833097,total_i_capital_social,878820,0,0,900512,0,0,0,0
321833097,emprunts_et_dettes_aupres_des_etablissements_de_credit,194728,0,0,300000,0,0,0,0
321833097,emprunts_et_dettes_financieres_divers,1671915,0,0,1485207,0,0,0,0
321833097,dettes_fournisseurs_et_comptes_rattaches,217835,0,0,203184,0,0,0,0
321833097,dettes_fiscales_et_sociales,83322,0,0,70621,0,0,0,0
321833097,total_iv_dettes,2167800,0,0,2059935,0,0,0,0
321833097,total_general_passif,3046620,0,0,2960447,0,0,0,0
321833097,dettes_et_produits_constates_davance_a_moins_dun_an,392398,0,0,586316,0,0,0,0
321833097,emprunts_participatifs,1671915,0,0,1485207,0,0,0,0
321833097,frais_detablissement,0,0,0,9129,0,0,0,0
321833097,autres_dettes,0,0,0,924,0,0,0,0
889548061,concessions_brevets_et_droits_similaires,0,0,8244,0,0,0,0,0
889548061,autres_immobilisations_corporelles,20599,0,16242,0,0,0,0,0
889548061,autres_immobilisations_financieres,400,0,400,0,0,0,0,0
889548061,total_i_immobilisations,20999,0,24886,0,0,0,0,0
889548061,marchandises,382000,0,661520,0,0,0,0,0
889548061,clients_et_comptes_rattaches,95725,0,52000,0,0,0,0,0
889548061,autres_creances,86513,0,2983,0,0,0,0,0
889548061,disponibilites,515070,0,179886,0,0,0,0,0
889548061,total_ii_actif_circulant,1079308,0,896389,0,0,0,0,0
889548061,total_general_actif,1100306,0,921275,0,0,0,0,0
889548061,capital_social_ou_individuel,1000,0,1000,0,0,0,0,0
889548061,reserve_legale,100,0,0,0,0,0,0,0
889548061,report_a_nouveau,311780,0,0,0,0,0,0,0
889548061,resultat_de_lexercice_benefice_ou_perte,47070,0,103121,0,0,0,0,0
889548061,total_i_capital_social,359950,0,104121,0,0,0,0,0
889548061,provisions_pour_risques,21040,0,14240,0,0,0,0,0
889548061,total_iii_provisions,21040,0,14240,0,0,0,0,0
889548061,emprunts_et_dettes_financieres_divers,445276,0,751499,0,0,0,0,0
889548061,dettes_fournisseurs_et_comptes_rattaches,262396,0,9073,0,0,0,0,0
889548061,dettes_fiscales_et_sociales,11645,0,42342,0,0,0,0,0
889548061,total_iv_dettes,719316,0,802914,0,0,0,0,0
889548061,total_general_passif,1100306,0,921275,0,0,0,0,0
408137800,constructions,0,0,0,0,0,0,0,182
408137800,autres_immobilisations_corporelles,0,0,0,0,0,0,0,3897
408137800,autres_immobilisations_financieres,0,0,0,0,0,0,0,7538
408137800,total_i_immobilisations,0,0,0,0,0,0,0,11618
408137800,marchandises,0,0,0,0,0,0,0,1154833
408137800,clients_et_comptes_rattaches,0,0,0,0,0,0,0,1306455
408137800,autres_creances,0,0,0,0,0,0,0,113689
408137800,valeurs_mobilieres_de_placement,0,0,0,0,0,0,0,16
408137800,disponibilites,0,0,0,0,0,0,0,1517833
408137800,charges_constatees_davance,0,0,0,0,0,0,0,4584
408137800,total_ii_actif_circulant,0,0,0,0,0,0,0,4097411
408137800,total_general_actif,0,0,0,0,0,0,0,4109029
408137800,capital_social_ou_individuel,0,0,0,0,0,0,0,360000
408137800,reserve_legale,0,0,0,0,0,0,0,3811
408137800,autres_reserves,0,0,0,0,0,0,0,93394
408137800,report_a_nouveau,0,0,0,0,0,0,0,1685934
408137800,resultat_de_lexercice_benefice_ou_perte,0,0,0,0,0,0,0,222363
408137800,total_i_capital_social,0,0,0,0,0,0,0,2365503
408137800,emprunts_et_dettes_aupres_des_etablissements_de_credit,0,0,0,0,0,0,0,421
408137800,emprunts_et_dettes_financieres_divers,0,0,0,0,0,0,0,22070
408137800,dettes_fournisseurs_et_comptes_rattaches,0,0,0,0,0,0,0,1584870
408137800,dettes_fiscales_et_sociales,0,0,0,0,0,0,0,136165
408137800,total_iv_dettes,0,0,0,0,0,0,0,1743526
408137800,total_general_passif,0,0,0,0,0,0,0,4109029
408137800,dettes_et_produits_constates_davance_a_moins_dun_an,0,0,0,0,0,0,0,1743526
408137800,concours_bancaires_courants_et_soldes_crediteurs_de_banques_et_ccp,0,0,0,0,0,0,0,421
810474502,frais_detablissement,0,0,0,0,0,0,191,0
810474502,installations_techniques_materiel_et_outillage_industriels,0,0,0,0,0,0,41939,0
810474502,autres_immobilisations_financieres,0,0,0,0,0,0,7694,0
810474502,total_i_immobilisations,0,0,0,0,0,0,91718,0
810474502,marchandises,0,0,0,0,0,0,42184,0
810474502,avances_et_acomptes_verses_sur_commandes,0,0,0,0,0,0,0,0
810474502,autres_creances,0,0,0,0,0,0,5732,0
810474502,disponibilites,0,0,0,0,0,0,11737,3591
810474502,charges_constatees_davance,0,0,0,0,0,0,657,0
810474502,total_ii_actif_circulant,0,0,0,0,0,0,60311,0
810474502,total_general_actif,0,0,0,0,0,0,152030,0
810474502,capital_social_ou_individuel,0,0,0,0,0,0,10000,10000
