SIREN,Libellé,2023,2022,2021,2020,2019,2018,2017,2016
539107763,chiffres_daffaires_nets,0,0,0,0,0,0,25371,50618
539107763,autres_produits,0,0,0,0,0,0,0,1
539107763,total_des_produits_dexploitation_i,0,0,0,0,0,0,25371,50619
539107763,autres_achats_et_charges_externes,0,0,0,0,0,0,29522,42665
539107763,impots_taxes_et_versements_assimiles,0,0,0,0,0,0,1394,1291
539107763,total_des_charges_dexploitation_ii,0,0,0,0,0,0,30917,43956
539107763,resultat_dexploitation_i_ii,0,0,0,0,0,0,-5546,6663
539107763,autres_interets_et_produits_assimiles,0,0,0,0,0,0,25,111
539107763,differences_positives_de_change,0,0,0,0,0,0,7,2
539107763,total_des_produits_financiers_v,0,0,0,0,0,0,33,113
539107763,differences_negatives_de_change,0,0,0,0,0,0,189,0
539107763,total_des_charges_financieres_vi,0,0,0,0,0,0,189,0
539107763,resultat_financier_v_vi,0,0,0,0,0,0,-156,113
539107763,resultat_courant_avant_impots_i_ii_iii_iv_v_vi,0,0,0,0,0,0,-5702,6776
539107763,produits_exceptionnels_sur_operations_de_gestion,0,0,0,0,0,0,6000,19500
539107763,total_des_produits_exceptionnels_vii,0,0,0,0,0,0,6000,19500
539107763,charges_exceptionnelles_sur_operations_de_gestion,0,0,0,0,0,0,0,2194
539107763,total_des_charges_exceptionnelles_viii,0,0,0,0,0,0,0,2194
539107763,resultat_exceptionnel_vii_viii,0,0,0,0,0,0,6000,17306
539107763,impots_sur_les_benefices,0,0,0,0,0,0,45,24
539107763,total_des_produits_i_iii_v_vii,0,0,0,0,0,0,31404,70232
539107763,total_des_charges_ii_iv_vi_viii_ix_x,0,0,0,0,0,0,31151,46174
539107763,benefice_ou_perte_total_des_produits_total_des_charges,0,0,0,0,0,0,253,24058
484616396,ventes_de_marchandises,0,0,0,0,0,0,0,463372
484616396,production_vendue_services,0,0,0,0,0,0,0,10206
484616396,chiffres_daffaires_nets,0,0,0,0,0,0,0,473579
484616396,autres_produits,0,0,0,0,0,0,0,836
484616396,total_des_produits_dexploitation_i,0,0,0,0,0,0,0,474414
484616396,achats_de_marchandises_y_compris_droits_de_douane,0,0,0,0,0,0,0,324761
484616396,variation_de_stock_marchandises,0,0,0,0,0,0,0,3153
484616396,autres_achats_et_charges_externes,0,0,0,0,0,0,0,73256
484616396,impots_taxes_et_versements_assimiles,0,0,0,0,0,0,0,566
484616396,salaires_et_traitements,0,0,0,0,0,0,0,35159
484616396,charges_sociales,0,0,0,0,0,0,0,19706
484616396,dot_dexploit_dotations_aux_amortissements,0,0,0,0,0,0,0,10203
484616396,autres_charges,0,0,0,0,0,0,0,33
484616396,total_des_charges_dexploitation_ii,0,0,0,0,0,0,0,466837
484616396,resultat_dexploitation_i_ii,0,0,0,0,0,0,0,7577
484616396,interets_et_charges_assimilees,0,0,0,0,0,0,0,122
484616396,total_des_charges_financieres_vi,0,0,0,0,0,0,0,122
484616396,resultat_financier_v_vi,0,0,0,0,0,0,0,-122
484616396,resultat_courant_avant_impots_i_ii_iii_iv_v_vi,0,0,0,0,0,0,0,7455
484616396,produits_exceptionnels_sur_operations_de_gestion,0,0,0,0,0,0,0,394
484616396,total_des_produits_exceptionnels_vii,0,0,0,0,0,0,0,394
484616396,charges_exceptionnelles_sur_operations_de_gestion,0,0,0,0,0,0,0,396
484616396,total_des_charges_exceptionnelles_viii,0,0,0,0,0,0,0,396
484616396,resultat_exceptionnel_vii_viii,0,0,0,0,0,0,0,-2
484616396,impots_sur_les_benefices,0,0,0,0,0,0,0,1076
484616396,total_des_produits_i_iii_v_vii,0,0,0,0,0,0,0,474809
484616396,total_des_charges_ii_iv_vi_viii_ix_x,0,0,0,0,0,0,0,468431
484616396,benefice_ou_perte_total_des_produits_total_des_charges,0,0,0,0,0,0,0,6378
326697273,ventes_de_marchandises,0,0,0,0,3137954,3170759,3433893,0
326697273,production_vendue_services,0,0,0,0,64522,57537,54366,0
326697273,chiffres_daffaires_nets,0,0,0,0,3202476,3228297,3488259,0
326697273,reprises_sur_amortissements_et_provisions_transfert_de_charges,0,0,0,0,221327,30049,122948,0
326697273,autres_produits,0,0,0,0,363,4958,325,0
326697273,total_des_produits_dexploitation_i,0,0,0,0,3424166,3263303,3611531,0
326697273,achats_de_marchandises_y_compris_droits_de_douane,0,0,0,0,1233031,1629371,1599307,0
326697273,variation_de_stock_marchandises,0,0,0,0,243276,-121263,103042,0
326697273,achats_de_matieres_premieres_et_autres_approvisionnements,0,0,0,0,4988,6318,5948,0
326697273,autres_achats_et_charges_externes,0,0,0,0,715005,793327,824364,0
326697273,impots_taxes_et_versements_assimiles,0,0,0,0,27406,31373,40996,0
326697273,salaires_et_traitements,0,0,0,0,608257,637560,737206,0
326697273,charges_sociales,0,0,0,0,229160,238259,274278,0
326697273,dot_dexploit_dotations_aux_amortissements,0,0,0,0,30502,40043,42158,0
326697273,dot_dexploit_sur_actif_circulant_dotations_aux_provisions,0,0,0,0,3568,42730,26600,0
326697273,dot_dexploit_pour_risques_et_charges_dotations_aux_provisions,0,0,0,0,0,2490,0,0
326697273,autres_charges,0,0,0,0,41924,35145,74764,0
326697273,total_des_charges_dexploitation_ii,0,0,0,0,3137118,3335354,3728664,0
326697273,resultat_dexploitation_i_ii,0,0,0,0,287049,-72051,-117133,0
326697273,autres_interets_et_produits_assimiles,0,0,0,0,1,0,0,0
326697273,differences_positives_de_change,0,0,0,0,177,0,16240,0
326697273,total_des_produits_financiers_v,0,0,0,0,178,0,26770,0
326697273,interets_et_charges_assimilees,0,0,0,0,21759,18155,30358,0
326697273,total_des_charges_financieres_vi,0,0,0,0,21759,18155,45381,0
326697273,resultat_financier_v_vi,0,0,0,0,-21581,-18155,-18611,0
326697273,resultat_courant_avant_impots_i_ii_iii_iv_v_vi,0,0,0,0,265468,-90206,-135744,0
326697273,produits_exceptionnels_sur_operations_de_gestion,0,0,0,0,620,22281,34918,0
326697273,reprises_sur_provisions_et_transferts_de_charges,0,0,0,0,1911,2540,13038,0
326697273,total_des_produits_exceptionnels_vii,0,0,0,0,2531,24820,37426,0
326697273,charges_exceptionnelles_sur_operations_de_gestion,0,0,0,0,34472,5818,12050,0
326697273,total_des_charges_exceptionnelles_viii,0,0,0,0,34472,5818,14404,0
326697273,resultat_exceptionnel_vii_viii,0,0,0,0,-31941,19003,23022,0
326697273,impots_sur_les_benefices,0,0,0,0,40027,0,-54097,0
326697273,total_des_produits_i_iii_v_vii,0,0,0,0,3426875,3288124,3675727,0
326697273,total_des_charges_ii_iv_vi_viii_ix_x,0,0,0,0,3233376,3359327,3734352,0
326697273,benefice_ou_perte_total_des_produits_total_des_charges,0,0,0,0,193500,-71203,-58625,0
326697273,dotations_financieres_sur_amortissements_et_provisions,0,0,0,0,0,0,646,0
326697273,differences_negatives_de_change,0,0,0,0,0,0,14377,0
326697273,dotations_exceptionnelles_aux_amortissements_et_provisions,0,0,0,0,0,0,2354,0
401261268,production_vendue_services,0,8553,0,0,0,0,0,0
401261268,chiffres_daffaires_nets,0,8553,0,0,0,0,0,0
401261268,autres_produits,0,0,0,0,0,0,0,0
401261268,total_des_produits_dexploitation_i,0,8553,0,0,0,0,0,0
401261268,autres_achats_et_charges_externes,0,7602,0,0,0,0,0,0
401261268,impots_taxes_et_versements_assimiles,0,0,0,0,0,0,0,0
401261268,salaires_et_traitements,0,0,0,0,0,0,0,0
401261268,charges_sociales,0,0,0,0,0,0,0,0
401261268,dot_dexploit_dotations_aux_amortissements,0,70,0,0,0,0,0,0
401261268,total_des_charges_dexploitation_ii,0,7672,0,0,0,0,0,0
401261268,resultat_dexploitation_i_ii,0,881,0,0,0,0,0,0
401261268,resultat_courant_avant_impots_i_ii_iii_iv_v_vi,0,881,0,0,0,0,0,0
401261268,impots_sur_les_benefices,0,0,0,0,0,0,0,0
401261268,total_des_produits_i_iii_v_vii,0,8553,0,0,0,0,0,0
401261268,total_des_charges_ii_iv_vi_viii_ix_x,0,7672,0,0,0,0,0,0
401261268,benefice_ou_perte_total_des_produits_total_des_charges,0,881,0,0,0,0,0,0
822862181,autres_charges_externes,0,0,0,16437,1401,387,426,0
822862181,impots_taxes_et_versements_assimiles,0,0,0,926,1727,926,458,0
822862181,total_des_charges_dexploitation,0,0,0,28952,6130,1314,884,0
822862181,resultat_dexploitation,0,0,0,-2107,350,-1314,-884,0
822862181,benefice_ou_perte,0,0,0,-2107,350,-1314,-884,0
822862181,ventes_de_marchandises_france,0,0,0,13063,6480,0,0,0
822862181,autres_produits,0,0,0,13782,0,0,0,0
822862181,total_des_produits_dexploitation_hors_tva,0,0,0,26845,6480,0,0,0
822862181,achats_de_marchandises_y_compris_droits_de_douane,0,0,0,4621,14827,0,0,0
822862181,variation_de_stock_marchandises,0,0,0,1370,-11825,0,0,0
822862181,remunerations_du_personnel,0,0,0,5530,0,0,0,0
822862181,charges_sociales,0,0,0,68,0,0,0,0
822862181,montant_de_la_tva_collectee,0,0,0,2613,0,0,0,0
822862181,montant_de_la_tva_deductible_sur_biens_et_services,0,0,0,3127,0,0,0,0
822862181,effectif_moyen_du_personnel,0,0,0,2,0,0,0,0
822862181,produits_financiers,0,0,0,0,0,0,8,0
822862181,charges_exceptionnelles,0,0,0,0,0,0,0,0
501456032,montant_de_la_tva_collectee,138408,0,0,0,0,0,0,0
501456032,montant_de_la_tva_deductible_sur_biens_et_services,102228,0,0,0,0,0,0,0
849239017,ventes_de_marchandises,21368403,0,9778179,5027026,0,0,0,0
849239017,production_vendue_services,102371,0,69902,18740,0,0,0,0
849239017,chiffres_daffaires_nets,21470775,0,9848081,5045766,0,0,0,0
849239017,reprises_sur_amortissements_et_provisions_transfert_de_charges,45172,0,3312,2548,0,0,0,0
849239017,autres_produits,46331,0,11978,419,0,0,0,0
849239017,total_des_produits_dexploitation_i,21562277,0,9863370,5048732,0,0,0,0
849239017,achats_de_marchandises_y_compris_droits_de_douane,18699506,0,15345562,5962930,0,0,0,0
849239017,variation_de_stock_marchandises,-580557,0,-6844734,-1677225,0,0,0,0
849239017,autres_achats_et_charges_externes,3295524,0,1089795,725627,0,0,0,0
849239017,impots_taxes_et_versements_assimiles,19483,0,25604,2267,0,0,0,0
849239017,salaires_et_traitements,742556,0,260943,110371,0,0,0,0
849239017,charges_sociales,348792,0,121738,50115,0,0,0,0
849239017,dot_dexploit_dotations_aux_amortissements,93255,0,27881,610,0,0,0,0
849239017,autres_charges,33641,0,7372,474,0,0,0,0
849239017,total_des_charges_dexploitation_ii,22667119,0,10035592,5175169,0,0,0,0
849239017,resultat_dexploitation_i_ii,-1104842,0,-172222,-126437,0,0,0,0
849239017,produits_financiers_de_participations,27371,0,3880,139,0,0,0,0
849239017,total_des_produits_financiers_v,27371,0,3880,139,0,0,0,0
849239017,interets_et_charges_assimilees,238435,0,22412,284,0,0,0,0
849239017,differences_negatives_de_change,9155,0,394,394,0,0,0,0
849239017,total_des_charges_financieres_vi,238435,0,22412,678,0,0,0,0
849239017,resultat_financier_v_vi,-211064,0,-18532,-539,0,0,0,0
849239017,resultat_courant_avant_impots_i_ii_iii_iv_v_vi,-1315906,0,-190755,-126976,0,0,0,0
849239017,charges_exceptionnelles_sur_operations_de_gestion,0,0,5,14,0,0,0,0
849239017,total_des_charges_exceptionnelles_viii,0,0,5,14,0,0,0,0
849239017,resultat_exceptionnel_vii_viii,0,0,-5,-14,0,0,0,0
849239017,total_des_produits_i_iii_v_vii,21589648,0,9867250,5048872,0,0,0,0
849239017,total_des_charges_ii_iv_vi_viii_ix_x,22905554,0,10058010,5175862,0,0,0,0
849239017,benefice_ou_perte_total_des_produits_total_des_charges,-1315906,0,-190759,-126990,0,0,0,0
849239017,achats_de_matieres_premieres_et_autres_approvisionnements,12464,0,0,0,0,0,0,0
849239017,dot_dexploit_pour_risques_et_charges_dotations_aux_provisions,2455,0,1432,0,0,0,0,0
849239017,produits_exceptionnels_sur_operations_de_gestion,0,0,0,0,0,0,0,0
849239017,produits_exceptionnels_sur_operations_en_capital,0,0,0,0,0,0,0,0
849239017,total_des_produits_exceptionnels_vii,0,0,0,0,0,0,0,0
849239017,charges_exceptionnelles_sur_operations_en_capital,0,0,0,0,0,0,0,0
849239017,dot_dexploit_sur_actif_circulant_dotations_aux_provisions,0,0,0,0,0,0,0,0
849239017,differences_positives_de_change,25930,0,0,0,0,0,0,0
824396493,ventes_de_marchandises_export,37933,37835,4352,0,9959,12551,0,0
824396493,ventes_de_marchandises_france,233045,209090,130501,104880,149971,145955,0,0
824396493,production_vendue_de_services_france,1751,1909,749,476,546,285,0,0
824396493,autres_produits,10,194,8048,9486,2,0,0,0
824396493,total_des_produits_dexploitation_hors_tva,234806,211193,148964,119341,150520,146240,0,0
824396493,achats_de_marchandises_y_compris_droits_de_douane,94894,97606,97366,51440,72638,82024,0,0
824396493,variation_de_stock_marchandises,7587,-8030,-40736,-5840,-7433,-12522,0,0
824396493,autres_charges_externes,41853,41917,40341,39196,39128,39658,0,0
824396493,dont_taxe_professionnelle,2594,2710,-28451,2971,3104,3862,0,0
824396493,impots_taxes_et_versements_assimiles,5635,5793,5604,5501,5525,6563,0,0
824396493,remunerations_du_personnel,72635,53827,31142,25934,37226,34045,0,0
824396493,charges_sociales,11038,8226,8468,12132,2660,5277,0,0
824396493,total_des_charges_dexploitation,233643,201704,142297,128365,149744,155047,0,0
824396493,resultat_dexploitation,1164,9489,6668,-9023,776,-8807,0,0
824396493,benefice_ou_perte,1164,9345,6668,-9023,776,-8807,0,0
824396493,achats_de_matieres_premieres_et_autres_approvisionnements,0,2356,110,0,0,0,0,0
824396493,autres_charges,0,10,1,0,0,1,0,0
824396493,produits_exceptionnels,0,50,0,0,0,0,0,0
824396493,charges_exceptionnelles,0,194,0,0,0,0,0,0
824396493,montant_de_la_tva_collectee,0,0,21973,0,30887,37648,0,0
824396493,montant_de_la_tva_deductible_sur_biens_et_services,0,0,9654,0,22487,23299,0,0
824396493,production_vendue_de_biens_export,0,0,16554,0,0,0,0,0
824396493,subventions_dexploitation_recues,0,0,9666,4500,0,0,0,0
520371881,ventes_de_marchandises_france,0,0,0,0,0,0,1865160,890491
520371881,production_vendue_de_services_france,0,0,0,0,0,0,2053,1300
520371881,autres_produits,0,0,0,0,0,0,-9195,1249
520371881,total_des_produits_dexploitation_hors_tva,0,0,0,0,0,0,1858018,893040
520371881,achats_de_marchandises_y_compris_droits_de_douane,0,0,0,0,0,0,1637533,800921
520371881,autres_charges_externes,0,0,0,0,0,0,76311,59955
520371881,dont_taxe_professionnelle,0,0,0,0,0,0,710,0
520371881,impots_taxes_et_versements_assimiles,0,0,0,0,0,0,1066,627
520371881,remunerations_du_personnel,0,0,0,0,0,0,28970,14792
520371881,charges_sociales,0,0,0,0,0,0,13315,6753
520371881,autres_charges,0,0,0,0,0,0,1,312
520371881,total_des_charges_dexploitation,0,0,0,0,0,0,1757197,883360
520371881,resultat_dexploitation,0,0,0,0,0,0,100822,9680
520371881,charges_financieres,0,0,0,0,0,0,1825,209
520371881,charges_exceptionnelles,0,0,0,0,0,0,16602,0
520371881,impots_sur_les_benefices,0,0,0,0,0,0,18509,1421
520371881,benefice_ou_perte,0,0,0,0,0,0,63886,8050
520371881,ventes_de_marchandises_export,0,0,0,0,0,0,0,6
408137800,ventes_de_marchandises,0,0,0,0,0,0,0,2953498
408137800,production_vendue_services,0,0,0,0,0,0,0,13415
408137800,chiffres_daffaires_nets,0,0,0,0,0,0,0,2966913
408137800,reprises_sur_amortissements_et_provisions_transfert_de_charges,0,0,0,0,0,0,0,70154
408137800,autres_produits,0,0,0,0,0,0,0,2581
408137800,total_des_produits_dexploitation_i,0,0,0,0,0,0,0,3039647
408137800,achats_de_marchandises_y_compris_droits_de_douane,0,0,0,0,0,0,0,2250837
408137800,variation_de_stock_marchandises,0,0,0,0,0,0,0,-344478
408137800,autres_achats_et_charges_externes,0,0,0,0,0,0,0,483386
408137800,impots_taxes_et_versements_assimiles,0,0,0,0,0,0,0,15229
408137800,salaires_et_traitements,0,0,0,0,0,0,0,181780
408137800,charges_sociales,0,0,0,0,0,0,0,72287
408137800,dot_dexploit_dotations_aux_amortissements,0,0,0,0,0,0,0,3526
408137800,dot_dexploit_sur_actif_circulant_dotations_aux_provisions,0,0,0,0,0,0,0,47746
408137800,autres_charges,0,0,0,0,0,0,0,3434
408137800,total_des_charges_dexploitation_ii,0,0,0,0,0,0,0,2713747
408137800,resultat_dexploitation_i_ii,0,0,0,0,0,0,0,325901
408137800,autres_interets_et_produits_assimiles,0,0,0,0,0,0,0,1291
408137800,differences_positives_de_change,0,0,0,0,0,0,0,11978
408137800,total_des_produits_financiers_v,0,0,0,0,0,0,0,13269
408137800,interets_et_charges_assimilees,0,0,0,0,0,0,0,16432
408137800,differences_negatives_de_change,0,0,0,0,0,0,0,11494
408137800,total_des_charges_financieres_vi,0,0,0,0,0,0,0,27926
408137800,resultat_financier_v_vi,0,0,0,0,0,0,0,-14657
408137800,resultat_courant_avant_impots_i_ii_iii_iv_v_vi,0,0,0,0,0,0,0,311244
408137800,produits_exceptionnels_sur_operations_de_gestion,0,0,0,0,0,0,0,10930
408137800,total_des_produits_exceptionnels_vii,0,0,0,0,0,0,0,10930
408137800,resultat_exceptionnel_vii_viii,0,0,0,0,0,0,0,10930
408137800,impots_sur_les_benefices,0,0,0,0,0,0,0,99810
408137800,total_des_produits_i_iii_v_vii,0,0,0,0,0,0,0,3063847
408137800,total_des_charges_ii_iv_vi_viii_ix_x,0,0,0,0,0,0,0,2841483
408137800,benefice_ou_perte_total_des_produits_total_des_charges,0,0,0,0,0,0,0,222363
810474502,production_vendue_services,0,0,0,0,0,0,63277,0
810474502,chiffres_daffaires_nets,0,0,0,0,0,0,63277,0
810474502,autres_produits,0,0,0,0,0,0,18,88
810474502,total_des_produits_dexploitation_i,0,0,0,0,0,0,63296,0
810474502,achats_de_marchandises_y_compris_droits_de_douane,0,0,0,0,0,0,19586,40762
810474502,variation_de_stock_marchandises,0,0,0,0,0,0,-24645,-4049
810474502,autres_achats_et_charges_externes,0,0,0,0,0,0,30473,0
810474502,impots_taxes_et_versements_assimiles,0,0,0,0,0,0,1771,253
810474502,salaires_et_traitements,0,0,0,0,0,0,18168,0
810474502,charges_sociales,0,0,0,0,0,0,661,2629
810474502,dot_dexploit_dotations_aux_amortissements,0,0,0,0,0,0,6742,0
810474502,autres_charges,0,0,0,0,0,0,26,88
810474502,total_des_charges_dexploitation_ii,0,0,0,0,0,0,52786,0
810474502,resultat_dexploitation_i_ii,0,0,0,0,0,0,10509,0
810474502,total_des_charges_financieres_vi,0,0,0,0,0,0,3,0
810474502,resultat_courant_avant_impots_i_ii_iii_iv_v_vi,0,0,0,0,0,0,10506,0
810474502,total_des_charges_exceptionnelles_viii,0,0,0,0,0,0,498,0
810474502,resultat_exceptionnel_vii_viii,0,0,0,0,0,0,-498,0
810474502,total_des_produits_i_iii_v_vii,0,0,0,0,0,0,63296,0
810474502,total_des_charges_ii_iv_vi_viii_ix_x,0,0,0,0,0,0,53288,0
810474502,benefice_ou_perte_total_des_produits_total_des_charges,0,0,0,0,0,0,10007,0
810474502,ventes_de_marchandises_france,0,0,0,0,0,0,0,90732
810474502,total_des_produits_dexploitation_hors_tva,0,0,0,0,0,0,0,90820
810474502,autres_charges_externes,0,0,0,0,0,0,0,29016
810474502,remunerations_du_personnel,0,0,0,0,0,0,0,22111
810474502,dotations_aux_amortissements,0,0,0,0,0,0,0,6685
810474502,total_des_charges_dexploitation,0,0,0,0,0,0,0,100401
810474502,resultat_dexploitation,0,0,0,0,0,0,0,-9580
810474502,benefice_ou_perte,0,0,0,0,0,0,0,-9580
810474502,montant_de_la_tva_collectee,0,0,0,0,0,0,0,0
810474502,montant_de_la_tva_deductible_sur_biens_et_services,0,0,0,0,0,0,0,0
810474502,effectif_moyen_du_personnel,0,0,0,0,0,0,0,0
810474502,ventes_de_marchandises_export,0,0,0,0,0,0,0,100
810474502,achats_de_matieres_premieres_et_autres_approvisionnements,0,0,0,0,0,0,0,2903
572139442,ventes_de_marchandises,1492104,1133545,1118572,1141314,1080751,1297571,0,0
572139442,production_vendue_biens,0,0,3516,19821,12344,6288,0,0
572139442,chiffres_daffaires_nets,1492104,1133545,1122088,1161135,1093095,1303859,0,0
572139442,production_stockee,0,0,-150614,0,-694,-113927,0,0
572139442,reprises_sur_amortissements_et_provisions_transfert_de_charges,6267,8401,5700,5487,82617,15360,0,0
572139442,autres_produits,625,121,8,27,43,136574,0,0
572139442,total_des_produits_dexploitation_i,1498996,1142067,977182,1166648,1175061,1341866,0,0
572139442,achats_de_marchandises_y_compris_droits_de_douane,1213102,867502,845682,858904,747385,923260,0,0
572139442,variation_de_stock_marchandises,133302,-45671,-174340,56885,45878,110761,0,0
572139442,achats_de_matieres_premieres_et_autres_approvisionnements,1218,856,1050,1377,917,1153,0,0
572139442,autres_achats_et_charges_externes,99591,98822,103157,101926,97127,111066,0,0
572139442,impots_taxes_et_versements_assimiles,2792,2424,3212,3347,3026,3480,0,0
572139442,salaires_et_traitements,136136,130823,121596,109954,117642,103527,0,0
572139442,charges_sociales,59181,54226,49285,41982,47055,46608,0,0
572139442,dot_dexploit_dotations_aux_amortissements,1013,1287,4326,9401,9452,8674,0,0
572139442,autres_charges,56,136,324,1183,73365,102,0,0
572139442,total_des_charges_dexploitation_ii,1646390,1110405,956445,1184959,1141847,1308631,0,0
572139442,resultat_dexploitation_i_ii,-147395,31661,20736,-18310,33215,33235,0,0
572139442,autres_interets_et_produits_assimiles,0,0,0,0,0,259,0,0
572139442,differences_positives_de_change,21352,7725,3366,14802,501,19644,0,0
572139442,total_des_produits_financiers_v,21352,7725,3366,14802,501,19903,0,0
572139442,interets_et_charges_assimilees,275,340,958,72,-6,20147,0,0
572139442,differences_negatives_de_change,2776,26354,12728,6441,22372,9837,0,0
572139442,total_des_charges_financieres_vi,3051,26694,13685,6513,22366,29984,0,0
572139442,resultat_financier_v_vi,18301,-18969,-10320,8289,-21864,-10082,0,0
572139442,resultat_courant_avant_impots_i_ii_iii_iv_v_vi,-129093,12693,10417,-10022,11350,23154,0,0
572139442,charges_exceptionnelles_sur_operations_de_gestion,0,0,0,0,0,48,0,0
572139442,total_des_charges_exceptionnelles_viii,0,0,0,0,0,48,0,0
572139442,resultat_exceptionnel_vii_viii,0,0,0,0,0,-48,0,0
572139442,total_des_produits_i_iii_v_vii,1520348,1149792,980547,1181450,1175563,1361769,0,0
572139442,total_des_charges_ii_iv_vi_viii_ix_x,1649441,1137100,970131,1191472,1164212,1338663,0,0
572139442,benefice_ou_perte_total_des_produits_total_des_charges,-129093,12693,10417,-10022,11350,23106,0,0
572139442,dot_dexploit_sur_actif_circulant_dotations_aux_provisions,0,0,2154,0,0,0,0,0
572139442,produits_exceptionnels_sur_operations_de_gestion,0,0,0,0,0,0,0,0
572139442,produits_exceptionnels_sur_operations_en_capital,0,0,0,0,0,0,0,0
572139442,total_des_produits_exceptionnels_vii,0,0,0,0,0,0,0,0
752488841,ventes_de_marchandises,0,0,0,0,0,17945248,3084080,2700732
752488841,chiffres_daffaires_nets,0,0,0,0,0,17945248,3084080,2700732
752488841,reprises_sur_amortissements_et_provisions_transfert_de_charges,0,0,0,0,0,143919,75355,70784
752488841,autres_produits,0,0,0,0,0,39,572,34
752488841,total_des_produits_dexploitation_i,0,0,0,0,0,18089206,3160007,2771550
752488841,achats_de_marchandises_y_compris_droits_de_douane,0,0,0,0,0,8670416,1391383,1294781
752488841,variation_de_stock_marchandises,0,0,0,0,0,-927458,-79697,-126156
752488841,autres_achats_et_charges_externes,0,0,0,0,0,1013100,558841,525620
752488841,impots_taxes_et_versements_assimiles,0,0,0,0,0,148324,15856,12716
752488841,salaires_et_traitements,0,0,0,0,0,586542,343848,279021
752488841,charges_sociales,0,0,0,0,0,256692,142739,115524
752488841,dot_dexploit_dotations_aux_amortissements,0,0,0,0,0,17764,17259,17148
752488841,dot_dexploit_sur_actif_circulant_dotations_aux_provisions,0,0,0,0,0,237226,134040,60503
752488841,autres_charges,0,0,0,0,0,2785,16720,54
752488841,total_des_charges_dexploitation_ii,0,0,0,0,0,10005390,2540989,2179211
752488841,resultat_dexploitation_i_ii,0,0,0,0,0,8083816,619018,592339
752488841,reprises_sur_provisions_et_transferts_de_charges,0,0,0,0,0,1266,10419,23802
752488841,differences_positives_de_change,0,0,0,0,0,233537,25454,0
752488841,total_des_produits_financiers_v,0,0,0,0,0,234803,35873,32391
752488841,dotations_financieres_sur_amortissements_et_provisions,0,0,0,0,0,0,1266,10419
752488841,interets_et_charges_assimilees,0,0,0,0,0,4330,5036,2469
752488841,differences_negatives_de_change,0,0,0,0,0,106957,49898,23410
